id,city_id,roads_ratio,fold_id
SN3_roads_train_AOI_2_Vegas_PS-MS_img1629,AOI_2_Vegas,0.008086390532544379,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1631,AOI_2_Vegas,0.008276331360946746,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1613,AOI_2_Vegas,0.009167455621301775,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img99,AOI_2_Vegas,0.010063313609467456,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1649,AOI_2_Vegas,0.010279289940828402,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1160,AOI_2_Vegas,0.010294082840236687,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1236,AOI_2_Vegas,0.010314792899408284,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1200,AOI_2_Vegas,0.010349704142011834,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img118,AOI_2_Vegas,0.01061360946745562,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1080,AOI_2_Vegas,0.010652662721893491,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img40,AOI_2_Vegas,0.010868639053254438,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img612,AOI_2_Vegas,0.011127218934911243,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img934,AOI_2_Vegas,0.011778698224852072,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img29,AOI_2_Vegas,0.012038461538461538,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1645,AOI_2_Vegas,0.012257396449704142,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1,AOI_2_Vegas,0.012616568047337278,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img503,AOI_2_Vegas,0.012907100591715976,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1646,AOI_2_Vegas,0.013211242603550296,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1639,AOI_2_Vegas,0.013892307692307692,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1642,AOI_2_Vegas,0.014112426035502959,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img233,AOI_2_Vegas,0.014310650887573965,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1643,AOI_2_Vegas,0.014700591715976331,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img198,AOI_2_Vegas,0.01517869822485207,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img252,AOI_2_Vegas,0.0171792899408284,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img211,AOI_2_Vegas,0.018024260355029586,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img106,AOI_2_Vegas,0.019228994082840237,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1417,AOI_2_Vegas,0.019698224852071004,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1648,AOI_2_Vegas,0.019782840236686392,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1400,AOI_2_Vegas,0.019944970414201183,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img184,AOI_2_Vegas,0.020968639053254436,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1449,AOI_2_Vegas,0.021193491124260354,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1358,AOI_2_Vegas,0.021601775147928996,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1173,AOI_2_Vegas,0.022359171597633135,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img412,AOI_2_Vegas,0.0231603550295858,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img88,AOI_2_Vegas,0.023211834319526628,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1529,AOI_2_Vegas,0.023703550295857988,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img191,AOI_2_Vegas,0.024136686390532545,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img931,AOI_2_Vegas,0.024455621301775147,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img502,AOI_2_Vegas,0.024553846153846155,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img74,AOI_2_Vegas,0.025757988165680472,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img846,AOI_2_Vegas,0.02673431952662722,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img104,AOI_2_Vegas,0.02690355029585799,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1494,AOI_2_Vegas,0.02716568047337278,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img878,AOI_2_Vegas,0.02743846153846154,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1399,AOI_2_Vegas,0.027559763313609466,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1199,AOI_2_Vegas,0.02810887573964497,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1486,AOI_2_Vegas,0.02833550295857988,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img722,AOI_2_Vegas,0.028743786982248522,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img474,AOI_2_Vegas,0.02883076923076923,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img571,AOI_2_Vegas,0.029101775147928995,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1093,AOI_2_Vegas,0.029117751479289942,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img317,AOI_2_Vegas,0.029176331360946745,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img245,AOI_2_Vegas,0.02960887573964497,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img197,AOI_2_Vegas,0.030449704142011834,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img771,AOI_2_Vegas,0.03061183431952663,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1237,AOI_2_Vegas,0.031215384615384617,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img142,AOI_2_Vegas,0.03129112426035503,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1479,AOI_2_Vegas,0.031627218934911244,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img17,AOI_2_Vegas,0.03164142011834319,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1174,AOI_2_Vegas,0.03177337278106509,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img973,AOI_2_Vegas,0.03210769230769231,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img725,AOI_2_Vegas,0.03220710059171598,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img957,AOI_2_Vegas,0.03227159763313609,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img12,AOI_2_Vegas,0.032820118343195266,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1346,AOI_2_Vegas,0.03292011834319527,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img324,AOI_2_Vegas,0.03303786982248521,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img699,AOI_2_Vegas,0.033301183431952666,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img923,AOI_2_Vegas,0.03343372781065089,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img199,AOI_2_Vegas,0.03355147928994083,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img349,AOI_2_Vegas,0.0336905325443787,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1071,AOI_2_Vegas,0.03380828402366864,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img962,AOI_2_Vegas,0.0338319526627219,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img103,AOI_2_Vegas,0.03389940828402367,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img119,AOI_2_Vegas,0.034328994082840236,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img697,AOI_2_Vegas,0.03452662721893491,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1283,AOI_2_Vegas,0.03455207100591716,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img853,AOI_2_Vegas,0.03521360946745562,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img806,AOI_2_Vegas,0.03585917159763313,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img573,AOI_2_Vegas,0.03589171597633136,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img698,AOI_2_Vegas,0.03666863905325444,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img839,AOI_2_Vegas,0.0367094674556213,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img72,AOI_2_Vegas,0.03671775147928994,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img212,AOI_2_Vegas,0.03680710059171598,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1606,AOI_2_Vegas,0.036902958579881656,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img510,AOI_2_Vegas,0.037014201183431954,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img954,AOI_2_Vegas,0.03709112426035503,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img364,AOI_2_Vegas,0.03724792899408284,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img902,AOI_2_Vegas,0.03730177514792899,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img39,AOI_2_Vegas,0.03761301775147929,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img175,AOI_2_Vegas,0.0376887573964497,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1307,AOI_2_Vegas,0.03837396449704142,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1492,AOI_2_Vegas,0.03841420118343195,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1472,AOI_2_Vegas,0.03847218934911242,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img173,AOI_2_Vegas,0.03854260355029586,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1401,AOI_2_Vegas,0.03854437869822485,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img25,AOI_2_Vegas,0.038671597633136094,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1275,AOI_2_Vegas,0.03884260355029586,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1227,AOI_2_Vegas,0.03924615384615385,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img209,AOI_2_Vegas,0.03933076923076923,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img237,AOI_2_Vegas,0.0395414201183432,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img444,AOI_2_Vegas,0.039690532544378695,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img182,AOI_2_Vegas,0.03973550295857988,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img738,AOI_2_Vegas,0.039946153846153847,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img482,AOI_2_Vegas,0.040042011834319526,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1089,AOI_2_Vegas,0.0401585798816568,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img653,AOI_2_Vegas,0.04016213017751479,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1014,AOI_2_Vegas,0.040210650887573966,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img622,AOI_2_Vegas,0.04032662721893491,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img486,AOI_2_Vegas,0.04033076923076923,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img113,AOI_2_Vegas,0.04047633136094675,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img218,AOI_2_Vegas,0.040603550295857986,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1306,AOI_2_Vegas,0.04097337278106509,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1596,AOI_2_Vegas,0.041001183431952665,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img44,AOI_2_Vegas,0.04103254437869822,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img739,AOI_2_Vegas,0.04110295857988166,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img139,AOI_2_Vegas,0.04123491124260355,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img201,AOI_2_Vegas,0.04172603550295858,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1279,AOI_2_Vegas,0.041742011834319526,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1286,AOI_2_Vegas,0.04248520710059171,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img956,AOI_2_Vegas,0.04310650887573964,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img924,AOI_2_Vegas,0.04334082840236687,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img41,AOI_2_Vegas,0.043549112426035506,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1458,AOI_2_Vegas,0.04366686390532545,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1041,AOI_2_Vegas,0.04368343195266272,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1214,AOI_2_Vegas,0.04393136094674556,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img572,AOI_2_Vegas,0.04395266272189349,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img693,AOI_2_Vegas,0.044159171597633134,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img764,AOI_2_Vegas,0.04437869822485207,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img874,AOI_2_Vegas,0.044474556213017755,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1277,AOI_2_Vegas,0.04450473372781065,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img823,AOI_2_Vegas,0.04477100591715976,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img491,AOI_2_Vegas,0.044904733727810654,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img250,AOI_2_Vegas,0.04509644970414201,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img955,AOI_2_Vegas,0.04511242603550296,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img356,AOI_2_Vegas,0.0451207100591716,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1226,AOI_2_Vegas,0.045445562130177516,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1432,AOI_2_Vegas,0.0454810650887574,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1308,AOI_2_Vegas,0.045653846153846156,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img325,AOI_2_Vegas,0.04581183431952663,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1254,AOI_2_Vegas,0.045911834319526626,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1111,AOI_2_Vegas,0.04599112426035503,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img963,AOI_2_Vegas,0.04600295857988166,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img342,AOI_2_Vegas,0.04607100591715976,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1431,AOI_2_Vegas,0.0461112426035503,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1054,AOI_2_Vegas,0.046191715976331364,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1302,AOI_2_Vegas,0.046492307692307694,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img451,AOI_2_Vegas,0.046589940828402364,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1172,AOI_2_Vegas,0.0466112426035503,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img838,AOI_2_Vegas,0.04663076923076923,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img36,AOI_2_Vegas,0.0467284023668639,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1105,AOI_2_Vegas,0.04680414201183432,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1330,AOI_2_Vegas,0.04691183431952663,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1569,AOI_2_Vegas,0.04696508875739645,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img28,AOI_2_Vegas,0.04708343195266272,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img133,AOI_2_Vegas,0.04721479289940828,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img540,AOI_2_Vegas,0.047244970414201184,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1101,AOI_2_Vegas,0.04730769230769231,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img26,AOI_2_Vegas,0.047328402366863906,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1190,AOI_2_Vegas,0.04735857988165681,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img737,AOI_2_Vegas,0.047368047337278105,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img736,AOI_2_Vegas,0.04740059171597633,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img657,AOI_2_Vegas,0.04754792899408284,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img726,AOI_2_Vegas,0.04786390532544379,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img387,AOI_2_Vegas,0.04791301775147929,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1319,AOI_2_Vegas,0.04791360946745562,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img885,AOI_2_Vegas,0.04803431952662722,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img763,AOI_2_Vegas,0.04806568047337278,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1032,AOI_2_Vegas,0.048067455621301776,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img166,AOI_2_Vegas,0.04810414201183432,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img246,AOI_2_Vegas,0.04827692307692308,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img108,AOI_2_Vegas,0.04848165680473373,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img546,AOI_2_Vegas,0.048499408284023666,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img617,AOI_2_Vegas,0.048537278106508874,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1235,AOI_2_Vegas,0.04866449704142012,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img732,AOI_2_Vegas,0.04866804733727811,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img224,AOI_2_Vegas,0.0486810650887574,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1092,AOI_2_Vegas,0.04874437869822485,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img8,AOI_2_Vegas,0.04922544378698225,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img674,AOI_2_Vegas,0.0492887573964497,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1103,AOI_2_Vegas,0.0494603550295858,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1251,AOI_2_Vegas,0.04947159763313609,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1348,AOI_2_Vegas,0.04958994082840237,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1546,AOI_2_Vegas,0.04961834319526627,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1402,AOI_2_Vegas,0.04962307692307692,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img69,AOI_2_Vegas,0.04977869822485207,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1565,AOI_2_Vegas,0.0498603550295858,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1290,AOI_2_Vegas,0.04993195266272189,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1512,AOI_2_Vegas,0.050035502958579885,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img818,AOI_2_Vegas,0.050137869822485207,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1419,AOI_2_Vegas,0.050202958579881655,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1029,AOI_2_Vegas,0.05020414201183432,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1588,AOI_2_Vegas,0.05022721893491124,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1243,AOI_2_Vegas,0.05028284023668639,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img965,AOI_2_Vegas,0.0504680473372781,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img813,AOI_2_Vegas,0.05050828402366864,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img153,AOI_2_Vegas,0.05052307692307692,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img901,AOI_2_Vegas,0.05062248520710059,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img541,AOI_2_Vegas,0.05065739644970414,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img148,AOI_2_Vegas,0.050662130177514794,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1542,AOI_2_Vegas,0.050776923076923074,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img107,AOI_2_Vegas,0.05086745562130177,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1238,AOI_2_Vegas,0.05089881656804734,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img650,AOI_2_Vegas,0.05090059171597633,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img477,AOI_2_Vegas,0.05092899408284024,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img545,AOI_2_Vegas,0.05121360946745562,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1457,AOI_2_Vegas,0.05135443786982249,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img916,AOI_2_Vegas,0.051392307692307695,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img130,AOI_2_Vegas,0.05140236686390533,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1128,AOI_2_Vegas,0.051498224852071006,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1150,AOI_2_Vegas,0.0515301775147929,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img374,AOI_2_Vegas,0.05158757396449704,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img271,AOI_2_Vegas,0.05159112426035503,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img842,AOI_2_Vegas,0.05160414201183432,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img971,AOI_2_Vegas,0.05160473372781065,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1050,AOI_2_Vegas,0.05161242603550296,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1438,AOI_2_Vegas,0.051667455621301775,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img315,AOI_2_Vegas,0.05173313609467456,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img1244,AOI_2_Vegas,0.05200414201183432,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img669,AOI_2_Vegas,0.05218698224852071,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img642,AOI_2_Vegas,0.05224319526627219,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img383,AOI_2_Vegas,0.052254437869822486,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img1329,AOI_2_Vegas,0.05226686390532544,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img445,AOI_2_Vegas,0.052353254437869826,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1270,AOI_2_Vegas,0.05236923076923077,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img91,AOI_2_Vegas,0.052483431952662724,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img1377,AOI_2_Vegas,0.05263254437869822,1
SN3_roads_train_AOI_2_Vegas_PS-MS_img851,AOI_2_Vegas,0.05277633136094675,2
SN3_roads_train_AOI_2_Vegas_PS-MS_img471,AOI_2_Vegas,0.05287159763313609,3
SN3_roads_train_AOI_2_Vegas_PS-MS_img1303,AOI_2_Vegas,0.053128402366863905,4
SN3_roads_train_AOI_2_Vegas_PS-MS_img1370,AOI_2_Vegas,0.0532094674556213,0
SN3_roads_train_AOI_2_Vegas_PS-MS_img134,AOI_2_Vegas,0.05355562130177515,1
